Ciudad,Fecha,Temperatura
Medellin,28/02/2024,22.1
Cali,28/02/2024,24.5
Barranquilla,28/02/2024,31.8
Cartagena,28/02/2024,30.7
Bogota,29/02/2024,13.6
Medellin,29/02/2024,25.5
Cali,29/02/2024,27.6
Barranquilla,29/02/2024,33.7
Cartagena,29/02/2024,30.0
Bogota,01/03/2024,14.1
Medellin,01/03/2024,22.4
Cali,01/03/2024,26.6
Barranquilla,01/03/2024,30.5
Cartagena,01/03/2024,30.1
Bogota,02/03/2024,15.0
Medellin,02/03/2024,20.3
Cali,02/03/2024,27.7
Barranquilla,02/03/2024,32.2
Cartagena,02/03/2024,32.5
Bogota,03/03/2024,15.4
Medellin,03/03/2024,24.1
Cali,03/03/2024,24.3
Barranquilla,03/03/2024,28.1
Cartagena,03/03/2024,27.7
Bogota,04/03/2024,12.9
Medellin,04/03/2024,23.5
Cali,04/03/2024,29.1
Barranquilla,04/03/2024,29.0
Cartagena,04/03/2024,27.4
Bogota,05/03/2024,13.5
Medellin,05/03/2024,20.0
Cali,05/03/2024,24.6
Barranquilla,05/03/2024,28.5
Cartagena,05/03/2024,28.5
Bogota,06/03/2024,13.0
Medellin,06/03/2024,25.9
Cali,06/03/2024,29.8
Barranquilla,06/03/2024,31.4
Cartagena,06/03/2024,28.6
Bogota,07/03/2024,12.8
Medellin,07/03/2024,23.9
Cali,07/03/2024,30.0
Barranquilla,07/03/2024,31.3
Cartagena,07/03/2024,30.6
Bogota,08/03/2024,12.5
Medellin,08/03/2024,23.0
Cali,08/03/2024,29.1
Barranquilla,08/03/2024,33.1
Cartagena,08/03/2024,32.5
Bogota,09/03/2024,16.7
Medellin,09/03/2024,25.2
Cali,09/03/2024,28.6
Barranquilla,09/03/2024,30.8
Cartagena,09/03/2024,31.1
Bogota,10/03/2024,14.0
Medellin,10/03/2024,20.0
Cali,10/03/2024,28.4
Barranquilla,10/03/2024,31.8
Cartagena,10/03/2024,27.0
Bogota,11/03/2024,12.6
Medellin,11/03/2024,22.8
Cali,11/03/2024,24.2
Barranquilla,11/03/2024,33.7
Cartagena,11/03/2024,27.3
Bogota,12/03/2024,15.7
Medellin,12/03/2024,20.1
Cali,12/03/2024,29.1
Barranquilla,12/03/2024,30.6
Cartagena,12/03/2024,29.8
Bogota,13/03/2024,12.8
Medellin,13/03/2024,22.7
Cali,13/03/2024,28.2
Barranquilla,13/03/2024,32.3
Cartagena,13/03/2024,28.6
Bogota,14/03/2024,15.2
Medellin,14/03/2024,23.3
Cali,14/03/2024,27.5
Barranquilla,14/03/2024,30.2
Cartagena,14/03/2024,29.5
Bogota,15/03/2024,15.7
Medellin,15/03/2024,22.6
Cali,15/03/2024,25.5
Barranquilla,15/03/2024,30.4
Cartagena,15/03/2024,28.2
Bogota,16/03/2024,16.3
Medellin,16/03/2024,21.4
Cali,16/03/2024,28.7
Barranquilla,16/03/2024,29.9
Cartagena,16/03/2024,30.3
Bogota,17/03/2024,12.1
Medellin,17/03/2024,20.5
Cali,17/03/2024,24.1
Barranquilla,17/03/2024,29.5
Cartagena,17/03/2024,27.9
Bogota,18/03/2024,12.4
Medellin,18/03/2024,24.9
Cali,18/03/2024,29.4
Barranquilla,18/03/2024,28.2
Cartagena,18/03/2024,29.4
Bogota,19/03/2024,14.3
Medellin,19/03/2024,22.0
Cali,19/03/2024,25.8
Barranquilla,19/03/2024,31.2
Cartagena,19/03/2024,30.6
Bogota,20/03/2024,13.6
Medellin,20/03/2024,25.3
Cali,20/03/2024,26.0
Barranquilla,20/03/2024,31.6
Cartagena,20/03/2024,30.8
Bogota,21/03/2024,16.2
Medellin,21/03/2024,20.1
Cali,21/03/2024,24.8
Barranquilla,21/03/2024,30.1
Cartagena,21/03/2024,31.2
Bogota,22/03/2024,16.8
Medellin,22/03/2024,20.4
Cali,22/03/2024,29.6
Barranquilla,22/03/2024,33.1
Cartagena,22/03/2024,31.9
Bogota,23/03/2024,12.6
Medellin,23/03/2024,20.8
Cali,23/03/2024,24.9
Barranquilla,23/03/2024,32.6
Cartagena,23/03/2024,32.9
Bogota,24/03/2024,14.7
Medellin,24/03/2024,23.3
Cali,24/03/2024,24.3
Barranquilla,24/03/2024,32.2
Cartagena,24/03/2024,32.6
Bogota,25/03/2024,15.4
Medellin,25/03/2024,20.4
Cali,25/03/2024,25.6
Barranquilla,25/03/2024,30.7
Cartagena,25/03/2024,29.2
Bogota,26/03/2024,14.6
Medellin,26/03/2024,20.8
Cali,26/03/2024,29.6
Barranquilla,26/03/2024,30.1
Cartagena,26/03/2024,32.8
Bogota,27/03/2024,16.2
Medellin,27/03/2024,23.5
Cali,27/03/2024,25.9
Barranquilla,27/03/2024,33.6
Cartagena,27/03/2024,30.5
Bogota,28/03/2024,15.6
Medellin,28/03/2024,25.1
Cali,28/03/2024,24.2
Barranquilla,28/03/2024,28.6
Cartagena,28/03/2024,30.4
Bogota,29/03/2024,16.5
Medellin,29/03/2024,23.4
Cali,29/03/2024,25.6
Barranquilla,29/03/2024,28.2
Cartagena,29/03/2024,28.3
Bogota,30/03/2024,14.1
Medellin,30/03/2024,25.1
Cali,30/03/2024,26.1
Barranquilla,30/03/2024,32.5
Cartagena,30/03/2024,30.3
Bogota,31/03/2024,12.0
Medellin,31/03/2024,22.9
Cali,31/03/2024,27.3
Barranquilla,31/03/2024,28.3
Cartagena,31/03/2024,30.4
Bogota,01/04/2024,13.9
Medellin,01/04/2024,22.8
Cali,01/04/2024,25.8
Barranquilla,01/04/2024,32.4
Cartagena,01/04/2024,31.8
Bogota,02/04/2024,13.1
Medellin,02/04/2024,22.1
Cali,02/04/2024,27.0
Barranquilla,02/04/2024,28.9
Cartagena,02/04/2024,32.8
Bogota,03/04/2024,13.7
Medellin,03/04/2024,24.7
Cali,03/04/2024,27.1
Barranquilla,03/04/2024,30.5
Cartagena,03/04/2024,28.8
Bogota,04/04/2024,14.5
Medellin,04/04/2024,25.0
Cali,04/04/2024,24.9
Barranquilla,04/04/2024,31.7
Cartagena,04/04/2024,30.3
Bogota,05/04/2024,13.1
Medellin,05/04/2024,22.5
Cali,05/04/2024,27.1
Barranquilla,05/04/2024,29.8
Cartagena,05/04/2024,29.5
Bogota,06/04/2024,13.7
Medellin,06/04/2024,23.3
Cali,06/04/2024,29.6
Barranquilla,06/04/2024,29.2
Cartagena,06/04/2024,31.2
Bogota,07/04/2024,13.1
Medellin,07/04/2024,20.5
Cali,07/04/2024,26.0
Barranquilla,07/04/2024,31.4
Cartagena,07/04/2024,28.7
Bogota,08/04/2024,13.2
Medellin,08/04/2024,20.2
Cali,08/04/2024,25.9
Barranquilla,08/04/2024,30.8
Cartagena,08/04/2024,28.3
Bogota,09/04/2024,13.4
Medellin,09/04/2024,20.4
Cali,09/04/2024,24.9
Barranquilla,09/04/2024,29.1
Cartagena,09/04/2024,31.8
Bogota,10/04/2024,16.0
Medellin,10/04/2024,25.4
Cali,10/04/2024,24.1
Barranquilla,10/04/2024,33.1
Cartagena,10/04/2024,31.7
Bogota,11/04/2024,15.1
Medellin,11/04/2024,22.6
Cali,11/04/2024,27.3
Barranquilla,11/04/2024,31.6
Cartagena,11/04/2024,27.6
Bogota,12/04/2024,15.4
Medellin,12/04/2024,24.5
Cali,12/04/2024,27.3
Barranquilla,12/04/2024,31.2
Cartagena,12/04/2024,30.9
Bogota,13/04/2024,16.3
Medellin,13/04/2024,25.3
Cali,13/04/2024,26.0
Barranquilla,13/04/2024,30.1
Cartagena,13/04/2024,30.4
Bogota,14/04/2024,14.1
Medellin,14/04/2024,21.4
Cali,14/04/2024,27.9
Barranquilla,14/04/2024,32.2
Cartagena,14/04/2024,28.8
Bogota,15/04/2024,13.7
Medellin,15/04/2024,25.7
Cali,15/04/2024,28.4
Barranquilla,15/04/2024,32.2
Cartagena,15/04/2024,32.4
Bogota,16/04/2024,14.3
Medellin,16/04/2024,25.4
Cali,16/04/2024,25.5
Barranquilla,16/04/2024,28.7
Cartagena,16/04/2024,32.2
Bogota,17/04/2024,14.1
Medellin,17/04/2024,21.2
Cali,17/04/2024,29.4
Barranquilla,17/04/2024,33.7
Cartagena,17/04/2024,29.9
Bogota,18/04/2024,14.2
Medellin,18/04/2024,23.8
Cali,18/04/2024,26.9
Barranquilla,18/04/2024,28.1
Cartagena,18/04/2024,30.9
Bogota,19/04/2024,13.2
Medellin,19/04/2024,24.3
Cali,19/04/2024,27.0
Barranquilla,19/04/2024,30.5
Cartagena,19/04/2024,29.3
Bogota,20/04/2024,12.4
Medellin,20/04/2024,20.6
Cali,20/04/2024,24.7
Barranquilla,20/04/2024,30.3
Cartagena,20/04/2024,30.8
Bogota,21/04/2024,15.9
Medellin,21/04/2024,21.7
Cali,21/04/2024,29.6
Barranquilla,21/04/2024,29.3
Cartagena,21/04/2024,32.7
Bogota,22/04/2024,13.4
Medellin,22/04/2024,22.8
Cali,22/04/2024,25.4
Barranquilla,22/04/2024,30.8
Cartagena,22/04/2024,28.7
Bogota,23/04/2024,13.1
Medellin,23/04/2024,25.0
Cali,23/04/2024,24.8
Barranquilla,23/04/2024,33.9
Cartagena,23/04/2024,32.9
Bogota,24/04/2024,15.0
Medellin,24/04/2024,23.9
Cali,24/04/2024,25.8
Barranquilla,24/04/2024,29.7
Cartagena,24/04/2024,27.3
Bogota,25/04/2024,14.1
Medellin,25/04/2024,21.6
Cali,25/04/2024,25.7
Barranquilla,25/04/2024,32.9
Cartagena,25/04/2024,30.9
Bogota,26/04/2024,12.3
Medellin,26/04/2024,22.3
Cali,26/04/2024,24.9
Barranquilla,26/04/2024,30.5
Cartagena,26/04/2024,27.4
Bogota,27/04/2024,12.7
Medellin,27/04/2024,21.9
Cali,27/04/2024,28.2
Barranquilla,27/04/2024,29.6
Cartagena,27/04/2024,29.9
Bogota,28/04/2024,15.7
Medellin,28/04/2024,22.0
Cali,28/04/2024,29.9
Barranquilla,28/04/2024,29.8
Cartagena,28/04/2024,30.9
Bogota,29/04/2024,13.1
Medellin,29/04/2024,23.3
Cali,29/04/2024,28.5
Barranquilla,29/04/2024,33.1
Cartagena,29/04/2024,27.1
Bogota,30/04/2024,15.1
Medellin,30/04/2024,21.9
Cali,30/04/2024,25.4
Barranquilla,30/04/2024,29.3
Cartagena,30/04/2024,32.8
Bogota,01/05/2024,12.7
Medellin,01/05/2024,25.1
Cali,01/05/2024,24.2
Barranquilla,01/05/2024,31.4
Cartagena,01/05/2024,27.6
Bogota,02/05/2024,16.4
Medellin,02/05/2024,22.5
Cali,02/05/2024,24.3
Barranquilla,02/05/2024,29.8
Cartagena,02/05/2024,27.2
Bogota,03/05/2024,12.4
Medellin,03/05/2024,24.5
Cali,03/05/2024,26.8
Barranquilla,03/05/2024,28.2
Cartagena,03/05/2024,28.8
Bogota,04/05/2024,15.1
Medellin,04/05/2024,24.8
Cali,04/05/2024,28.9
Barranquilla,04/05/2024,30.0
Cartagena,04/05/2024,29.9
Bogota,05/05/2024,16.8
Medellin,05/05/2024,23.9
Cali,05/05/2024,28.0
Barranquilla,05/05/2024,31.5
Cartagena,05/05/2024,31.2
Bogota,06/05/2024,15.6
Medellin,06/05/2024,25.7
Cali,06/05/2024,27.0
Barranquilla,06/05/2024,29.4
Cartagena,06/05/2024,28.1
Bogota,07/05/2024,12.5
Medellin,07/05/2024,20.1
Cali,07/05/2024,25.0
Barranquilla,07/05/2024,31.4
Cartagena,07/05/2024,27.9
Bogota,08/05/2024,15.4
Medellin,08/05/2024,20.5
Cali,08/05/2024,27.1
Barranquilla,08/05/2024,29.7
Cartagena,08/05/2024,31.4
Bogota,09/05/2024,12.8
Medellin,09/05/2024,20.4
Cali,09/05/2024,26.2
Barranquilla,09/05/2024,28.3
Cartagena,09/05/2024,30.2
Bogota,10/05/2024,13.7
Medellin,10/05/2024,23.3
Cali,10/05/2024,26.6
Barranquilla,10/05/2024,33.1
Cartagena,10/05/2024,31.6
Bogota,11/05/2024,16.1
Medellin,11/05/2024,21.3
Cali,11/05/2024,29.9
Barranquilla,11/05/2024,29.6
Cartagena,11/05/2024,28.6
Bogota,12/05/2024,13.5
Medellin,12/05/2024,21.8
Cali,12/05/2024,29.9
Barranquilla,12/05/2024,30.3
Cartagena,12/05/2024,30.5
Bogota,13/05/2024,12.1
Medellin,13/05/2024,22.6
Cali,13/05/2024,28.7
Barranquilla,13/05/2024,29.4
Cartagena,13/05/2024,30.9
Bogota,14/05/2024,12.2
Medellin,14/05/2024,20.4
Cali,14/05/2024,24.0
Barranquilla,14/05/2024,31.3
Cartagena,14/05/2024,29.9
Bogota,15/05/2024,15.8
Medellin,15/05/2024,23.1
Cali,15/05/2024,28.5
Barranquilla,15/05/2024,29.8
Cartagena,15/05/2024,29.2
Bogota,16/05/2024,16.4
Medellin,16/05/2024,22.2
Cali,16/05/2024,28.4
Barranquilla,16/05/2024,31.2
Cartagena,16/05/2024,27.4
Bogota,17/05/2024,13.5
Medellin,17/05/2024,20.1
Cali,17/05/2024,25.6
Barranquilla,17/05/2024,28.2
Cartagena,17/05/2024,27.2
Bogota,18/05/2024,16.1
Medellin,18/05/2024,25.5
Cali,18/05/2024,25.0
Barranquilla,18/05/2024,32.4
Cartagena,18/05/2024,27.1
Bogota,19/05/2024,14.6
Medellin,19/05/2024,22.4
Cali,19/05/2024,25.1
Barranquilla,19/05/2024,29.4
Cartagena,19/05/2024,30.1
Bogota,20/05/2024,12.6
Medellin,20/05/2024,21.2
Cali,20/05/2024,24.9
Barranquilla,20/05/2024,29.1
Cartagena,20/05/2024,31.6
Bogota,21/05/2024,15.3
Medellin,21/05/2024,22.2
Cali,21/05/2024,27.0
Barranquilla,21/05/2024,28.2
Cartagena,21/05/2024,27.2
Bogota,22/05/2024,16.5
Medellin,22/05/2024,24.6
Cali,22/05/2024,25.7
Barranquilla,22/05/2024,30.3
Cartagena,22/05/2024,27.8
Bogota,23/05/2024,13.8
Medellin,23/05/2024,20.2
Cali,23/05/2024,27.9
Barranquilla,23/05/2024,33.4
Cartagena,23/05/2024,31.4
Bogota,24/05/2024,15.1
Medellin,24/05/2024,20.7
Cali,24/05/2024,29.0
Barranquilla,24/05/2024,28.6
Cartagena,24/05/2024,31.7
Bogota,25/05/2024,14.2
Medellin,25/05/2024,25.5
Cali,25/05/2024,26.8
Barranquilla,25/05/2024,31.3
Cartagena,25/05/2024,27.1
Bogota,26/05/2024,17.0
Medellin,26/05/2024,25.6
Cali,26/05/2024,28.5
Barranquilla,26/05/2024,28.2
Cartagena,26/05/2024,27.3
Bogota,27/05/2024,13.9
Medellin,27/05/2024,23.0
Cali,27/05/2024,26.2
Barranquilla,27/05/2024,29.6
Cartagena,27/05/2024,30.0
Bogota,28/05/2024,12.5
Medellin,28/05/2024,21.0
Cali,28/05/2024,29.1
Barranquilla,28/05/2024,31.4
Cartagena,28/05/2024,32.0
Bogota,29/05/2024,13.9
Medellin,29/05/2024,23.7
Cali,29/05/2024,30.0
Barranquilla,29/05/2024,31.3
Cartagena,29/05/2024,32.6
Bogota,30/05/2024,12.4
Medellin,30/05/2024,25.2
Cali,30/05/2024,29.1
Barranquilla,30/05/2024,29.3
Cartagena,30/05/2024,32.3
Bogota,31/05/2024,14.7
Medellin,31/05/2024,25.4
Cali,31/05/2024,26.1
Barranquilla,31/05/2024,33.9
Cartagena,31/05/2024,28.1
Bogota,01/06/2024,16.7
Medellin,01/06/2024,25.3
Cali,01/06/2024,24.7
Barranquilla,01/06/2024,33.1
Cartagena,01/06/2024,28.6
Bogota,02/06/2024,13.9
Medellin,02/06/2024,23.1
Cali,02/06/2024,24.3
Barranquilla,02/06/2024,29.4
Cartagena,02/06/2024,30.8
Bogota,03/06/2024,16.1
Medellin,03/06/2024,21.9
Cali,03/06/2024,26.2
Barranquilla,03/06/2024,28.6
Cartagena,03/06/2024,27.8
Bogota,04/06/2024,13.0
Medellin,04/06/2024,20.6
Cali,04/06/2024,24.6
Barranquilla,04/06/2024,31.4
Cartagena,04/06/2024,32.7
Bogota,05/06/2024,13.3
Medellin,05/06/2024,20.0
Cali,05/06/2024,28.7
Barranquilla,05/06/2024,31.2
Cartagena,05/06/2024,27.4
Bogota,06/06/2024,16.1
Medellin,06/06/2024,23.2
Cali,06/06/2024,27.1
Barranquilla,06/06/2024,32.8
Cartagena,06/06/2024,30.3
Bogota,07/06/2024,12.1
Medellin,07/06/2024,23.6
Cali,07/06/2024,25.1
Barranquilla,07/06/2024,28.5
Cartagena,07/06/2024,29.0
Bogota,08/06/2024,16.1
Medellin,08/06/2024,22.1
Cali,08/06/2024,28.9
Barranquilla,08/06/2024,29.1
Cartagena,08/06/2024,29.0
Bogota,09/06/2024,13.7
Medellin,09/06/2024,25.7
Cali,09/06/2024,24.1
Barranquilla,09/06/2024,33.9
Cartagena,09/06/2024,27.4
Bogota,10/06/2024,13.2
Medellin,10/06/2024,23.5
Cali,10/06/2024,27.9
Barranquilla,10/06/2024,28.4
Cartagena,10/06/2024,27.8
Bogota,11/06/2024,16.3
Medellin,11/06/2024,25.1
Cali,11/06/2024,29.1
Barranquilla,11/06/2024,28.9
Cartagena,11/06/2024,28.3
Bogota,12/06/2024,13.9
Medellin,12/06/2024,24.0
Cali,12/06/2024,25.5
Barranquilla,12/06/2024,30.1
Cartagena,12/06/2024,32.7
Bogota,13/06/2024,12.9
Medellin,13/06/2024,22.0
Cali,13/06/2024,25.2
Barranquilla,13/06/2024,32.2
Cartagena,13/06/2024,30.9
Bogota,14/06/2024,14.0
Medellin,14/06/2024,24.8
Cali,14/06/2024,25.6
Barranquilla,14/06/2024,28.4
Cartagena,14/06/2024,32.4
Bogota,15/06/2024,15.4
Medellin,15/06/2024,22.3
Cali,15/06/2024,26.1
Barranquilla,15/06/2024,29.5
Cartagena,15/06/2024,31.8
Bogota,16/06/2024,14.6
Medellin,16/06/2024,21.7
Cali,16/06/2024,24.5
Barranquilla,16/06/2024,30.2
Cartagena,16/06/2024,27.3
Bogota,17/06/2024,13.5
Medellin,17/06/2024,21.0
Cali,17/06/2024,27.4
Barranquilla,17/06/2024,29.3
Cartagena,17/06/2024,30.5
Bogota,18/06/2024,13.5
Medellin,18/06/2024,23.7
Cali,18/06/2024,24.2
Barranquilla,18/06/2024,30.3
Cartagena,18/06/2024,32.5
Bogota,19/06/2024,16.1
Medellin,19/06/2024,23.2
Cali,19/06/2024,24.1
Barranquilla,19/06/2024,31.5
Cartagena,19/06/2024,31.2
Bogota,20/06/2024,12.9
Medellin,20/06/2024,23.3
Cali,20/06/2024,28.2
Barranquilla,20/06/2024,31.9
Cartagena,20/06/2024,29.9
Bogota,21/06/2024,15.1
Medellin,21/06/2024,21.8
Cali,21/06/2024,29.5
Barranquilla,21/06/2024,32.6
Cartagena,21/06/2024,28.7
Bogota,22/06/2024,16.9
Medellin,22/06/2024,23.0
Cali,22/06/2024,29.8
Barranquilla,22/06/2024,30.7
Cartagena,22/06/2024,31.8
Bogota,23/06/2024,15.5
Medellin,23/06/2024,25.7
Cali,23/06/2024,26.4
Barranquilla,23/06/2024,30.4
Cartagena,23/06/2024,31.2
Bogota,24/06/2024,14.0
Medellin,24/06/2024,24.1
Cali,24/06/2024,26.1
Barranquilla,24/06/2024,30.6
Cartagena,24/06/2024,29.5
Bogota,25/06/2024,15.3
Medellin,25/06/2024,21.1
Cali,25/06/2024,29.1
Barranquilla,25/06/2024,32.9
Cartagena,25/06/2024,31.1
Bogota,26/06/2024,17.0
Medellin,26/06/2024,25.1
Cali,26/06/2024,27.3
Barranquilla,26/06/2024,29.2
Cartagena,26/06/2024,28.5
Bogota,27/06/2024,14.7
Medellin,27/06/2024,25.6
Cali,27/06/2024,25.4
Barranquilla,27/06/2024,31.1
Cartagena,27/06/2024,31.8
Bogota,28/06/2024,15.7
Medellin,28/06/2024,25.2
Cali,28/06/2024,26.3
Barranquilla,28/06/2024,31.4
Cartagena,28/06/2024,29.9
Bogota,29/06/2024,13.7
Medellin,29/06/2024,24.4
Cali,29/06/2024,24.6
Barranquilla,29/06/2024,30.5
Cartagena,29/06/2024,29.9
Bogota,30/06/2024,16.1
Medellin,30/06/2024,20.2
Cali,30/06/2024,24.1
Barranquilla,30/06/2024,29.3
Cartagena,30/06/2024,28.1
Bogota,01/07/2024,15.5
Medellin,01/07/2024,23.6
Cali,01/07/2024,27.7
Barranquilla,01/07/2024,31.4
Cartagena,01/07/2024,32.5
Bogota,02/07/2024,15.6
Medellin,02/07/2024,23.5
Cali,02/07/2024,29.8
Barranquilla,02/07/2024,32.1
Cartagena,02/07/2024,28.1
Bogota,03/07/2024,16.6
Medellin,03/07/2024,23.5
Cali,03/07/2024,28.0
Barranquilla,03/07/2024,32.7
Cartagena,03/07/2024,27.6
Bogota,04/07/2024,16.0
Medellin,04/07/2024,25.3
Cali,04/07/2024,27.6
Barranquilla,04/07/2024,30.6
Cartagena,04/07/2024,31.2
Bogota,05/07/2024,13.2
Medellin,05/07/2024,22.9
Cali,05/07/2024,25.3
Barranquilla,05/07/2024,28.8
Cartagena,05/07/2024,28.9
Bogota,06/07/2024,16.4
Medellin,06/07/2024,24.8
Cali,06/07/2024,28.6
Barranquilla,06/07/2024,33.6
Cartagena,06/07/2024,29.0
Bogota,07/07/2024,13.4
Medellin,07/07/2024,20.9
Cali,07/07/2024,25.4
Barranquilla,07/07/2024,28.1
Cartagena,07/07/2024,31.3
Bogota,08/07/2024,12.4
Medellin,08/07/2024,24.0
Cali,08/07/2024,27.9
Barranquilla,08/07/2024,30.9
Cartagena,08/07/2024,28.7
Bogota,09/07/2024,14.1
Medellin,09/07/2024,21.7
Cali,09/07/2024,27.8
Barranquilla,09/07/2024,32.7
Cartagena,09/07/2024,27.9
Bogota,10/07/2024,13.8
Medellin,10/07/2024,21.9
Cali,10/07/2024,27.7
Barranquilla,10/07/2024,30.1
Cartagena,10/07/2024,30.1
Bogota,11/07/2024,16.2
Medellin,11/07/2024,25.4
Cali,11/07/2024,27.9
Barranquilla,11/07/2024,30.2
Cartagena,11/07/2024,30.6
Bogota,12/07/2024,13.0
Medellin,12/07/2024,22.4
Cali,12/07/2024,29.8
Barranquilla,12/07/2024,30.1
Cartagena,12/07/2024,27.4
Bogota,13/07/2024,13.0
Medellin,13/07/2024,25.1
Cali,13/07/2024,28.4
Barranquilla,13/07/2024,29.7
Cartagena,13/07/2024,32.5
Bogota,14/07/2024,16.5
Medellin,14/07/2024,21.8
Cali,14/07/2024,25.9
Barranquilla,14/07/2024,28.4
Cartagena,14/07/2024,30.4
Bogota,15/07/2024,13.7
Medellin,15/07/2024,25.1
Cali,15/07/2024,28.6
Barranquilla,15/07/2024,31.5
Cartagena,15/07/2024,27.5
Bogota,16/07/2024,14.4
Medellin,16/07/2024,20.1
Cali,16/07/2024,28.3
Barranquilla,16/07/2024,29.6
Cartagena,16/07/2024,29.4
Bogota,17/07/2024,16.8
Medellin,17/07/2024,23.0
Cali,17/07/2024,27.6
Barranquilla,17/07/2024,28.9
Cartagena,17/07/2024,31.7
Bogota,18/07/2024,14.3
Medellin,18/07/2024,23.6
Cali,18/07/2024,28.5
Barranquilla,18/07/2024,28.7
Cartagena,18/07/2024,32.1
Bogota,19/07/2024,12.7
Medellin,19/07/2024,23.4
Cali,19/07/2024,27.8
Barranquilla,19/07/2024,33.5
Cartagena,19/07/2024,32.9
Bogota,20/07/2024,16.2
Medellin,20/07/2024,25.8
Cali,20/07/2024,26.1
Barranquilla,20/07/2024,30.3
Cartagena,20/07/2024,28.4
Bogota,21/07/2024,15.2
Medellin,21/07/2024,22.9
Cali,21/07/2024,25.3
Barranquilla,21/07/2024,32.1
Cartagena,21/07/2024,27.8
Bogota,22/07/2024,12.7
Medellin,22/07/2024,22.1
Cali,22/07/2024,29.8
Barranquilla,22/07/2024,32.8
Cartagena,22/07/2024,32.4
Bogota,23/07/2024,16.5
Medellin,23/07/2024,20.8
Cali,23/07/2024,24.3
Barranquilla,23/07/2024,31.6
Cartagena,23/07/2024,28.7
Bogota,24/07/2024,16.9
Medellin,24/07/2024,21.9
Cali,24/07/2024,24.1
Barranquilla,24/07/2024,28.0
Cartagena,24/07/2024,28.1
Bogota,25/07/2024,16.1
Medellin,25/07/2024,20.5
Cali,25/07/2024,29.2
Barranquilla,25/07/2024,33.5
Cartagena,25/07/2024,31.9
Bogota,26/07/2024,13.2
Medellin,26/07/2024,22.3
Cali,26/07/2024,26.3
Barranquilla,26/07/2024,33.0
Cartagena,26/07/2024,30.1
Bogota,27/07/2024,16.6
Medellin,27/07/2024,24.1
Cali,27/07/2024,26.4
Barranquilla,27/07/2024,28.4
Cartagena,27/07/2024,29.5
Bogota,28/07/2024,15.3
Medellin,28/07/2024,24.6
Cali,28/07/2024,27.4
Barranquilla,28/07/2024,28.1
Cartagena,28/07/2024,29.9
Bogota,29/07/2024,15.9
Medellin,29/07/2024,23.0
Cali,29/07/2024,29.4
Barranquilla,29/07/2024,33.1
Cartagena,29/07/2024,30.9
Bogota,30/07/2024,16.3
Medellin,30/07/2024,22.0
Cali,30/07/2024,28.8
Barranquilla,30/07/2024,28.5
Cartagena,30/07/2024,32.5
Bogota,31/07/2024,14.5
Medellin,31/07/2024,22.0
Cali,31/07/2024,26.2
Barranquilla,31/07/2024,29.0
Cartagena,31/07/2024,28.3
Bogota,01/08/2024,13.4
Medellin,01/08/2024,22.4
Cali,01/08/2024,29.7
Barranquilla,01/08/2024,31.1
Cartagena,01/08/2024,29.9
Bogota,02/08/2024,15.4
Medellin,02/08/2024,25.7
Cali,02/08/2024,25.6
Barranquilla,02/08/2024,33.9
Cartagena,02/08/2024,27.8
Bogota,03/08/2024,13.2
Medellin,03/08/2024,24.6
Cali,03/08/2024,25.5
Barranquilla,03/08/2024,32.9
Cartagena,03/08/2024,30.9
Bogota,04/08/2024,13.3
Medellin,04/08/2024,23.7
Cali,04/08/2024,26.1
Barranquilla,04/08/2024,32.5
Cartagena,04/08/2024,28.9
Bogota,05/08/2024,12.7
Medellin,05/08/2024,23.1
Cali,05/08/2024,27.5
Barranquilla,05/08/2024,31.3
Cartagena,05/08/2024,28.9
Bogota,06/08/2024,16.2
Medellin,06/08/2024,24.6
Cali,06/08/2024,28.0
Barranquilla,06/08/2024,29.2
Cartagena,06/08/2024,30.8
Bogota,07/08/2024,14.5
Medellin,07/08/2024,23.8
Cali,07/08/2024,24.5
Barranquilla,07/08/2024,33.0
Cartagena,07/08/2024,27.2
Bogota,08/08/2024,12.4
Medellin,08/08/2024,23.1
Cali,08/08/2024,25.1
Barranquilla,08/08/2024,32.4
Cartagena,08/08/2024,28.2
Bogota,09/08/2024,16.3
Medellin,09/08/2024,26.0
Cali,09/08/2024,26.8
Barranquilla,09/08/2024,28.9
Cartagena,09/08/2024,31.4
Bogota,10/08/2024,15.3
Medellin,10/08/2024,23.6
Cali,10/08/2024,27.2
Barranquilla,10/08/2024,30.5
Cartagena,10/08/2024,31.1
Bogota,11/08/2024,13.9
Medellin,11/08/2024,23.0
Cali,11/08/2024,29.2
Barranquilla,11/08/2024,33.3
Cartagena,11/08/2024,31.6
Bogota,12/08/2024,16.8
Medellin,12/08/2024,24.5
Cali,12/08/2024,24.2
Barranquilla,12/08/2024,32.3
Cartagena,12/08/2024,30.8
Bogota,13/08/2024,14.9
Medellin,13/08/2024,21.9
Cali,13/08/2024,25.7
Barranquilla,13/08/2024,33.1
Cartagena,13/08/2024,29.2
Bogota,14/08/2024,14.0
Medellin,14/08/2024,21.2
Cali,14/08/2024,28.2
Barranquilla,14/08/2024,31.8
Cartagena,14/08/2024,27.2
Bogota,15/08/2024,14.1
Medellin,15/08/2024,23.8
Cali,15/08/2024,26.7
Barranquilla,15/08/2024,32.2
Cartagena,15/08/2024,32.7
Bogota,16/08/2024,15.2
Medellin,16/08/2024,23.8
Cali,16/08/2024,25.4
